fecha,territorio,combustible,minimo,medio,maximo,estaciones
2026-05-23,Navarra,dieselPlus,1.539,1.759,1.909,97
2026-05-23,Navarra,g98,1.489,1.747,1.994,62
2026-05-23,Bizkaia,g95,1.409,1.608,1.729,124
2026-05-23,Bizkaia,g98,1.539,1.778,1.869,69
2026-05-23,Bizkaia,diesel,1.489,1.705,1.809,127
2026-05-23,Bizkaia,dieselPlus,1.529,1.753,1.909,45
2026-05-24,Araba,g95,1.427,1.588,1.705,67
2026-05-24,Araba,diesel,1.541,1.701,1.839,70
2026-05-24,Araba,dieselPlus,1.599,1.782,1.935,35
2026-05-24,Araba,g98,1.549,1.741,1.865,37
2026-05-24,Gipuzkoa,g95,1.369,1.582,1.699,130
2026-05-24,Gipuzkoa,g98,1.569,1.752,1.819,77
2026-05-24,Gipuzkoa,diesel,1.459,1.706,1.859,146
2026-05-24,Gipuzkoa,dieselPlus,1.579,1.788,1.919,81
2026-05-24,Navarra,g95,1.377,1.547,1.699,213
2026-05-24,Navarra,diesel,1.465,1.648,1.829,238
2026-05-24,Navarra,dieselPlus,1.539,1.755,1.909,96
2026-05-24,Navarra,g98,1.489,1.744,1.994,62
2026-05-24,Bizkaia,g95,1.409,1.604,1.729,124
2026-05-24,Bizkaia,g98,1.539,1.772,1.859,69
2026-05-24,Bizkaia,diesel,1.489,1.7,1.809,127
2026-05-24,Bizkaia,dieselPlus,1.529,1.753,1.909,45
2026-05-25,Araba,g95,1.428,1.59,1.699,64
2026-05-25,Araba,diesel,1.519,1.693,1.839,71
2026-05-25,Araba,dieselPlus,1.579,1.768,1.935,36
2026-05-25,Araba,g98,1.549,1.739,1.855,37
2026-05-25,Gipuzkoa,g95,1.377,1.578,1.699,130
2026-05-25,Gipuzkoa,g98,1.555,1.749,1.819,77
2026-05-25,Gipuzkoa,diesel,1.467,1.7,1.859,146
2026-05-25,Gipuzkoa,dieselPlus,1.517,1.779,1.889,81
2026-05-25,Navarra,g95,1.377,1.543,1.699,214
2026-05-25,Navarra,diesel,1.465,1.64,1.829,238
2026-05-25,Navarra,dieselPlus,1.539,1.752,1.909,96
2026-05-25,Navarra,g98,1.489,1.739,1.994,62
2026-05-25,Bizkaia,g95,1.409,1.6,1.729,125
2026-05-25,Bizkaia,g98,1.539,1.772,1.859,69
2026-05-25,Bizkaia,diesel,1.499,1.694,1.809,127
2026-05-25,Bizkaia,dieselPlus,1.519,1.748,1.909,44
2026-05-26,Araba,g95,1.428,1.587,1.699,67
2026-05-26,Araba,diesel,1.482,1.689,1.829,71
2026-05-26,Araba,dieselPlus,1.559,1.765,1.899,36
2026-05-26,Araba,g98,1.549,1.744,1.855,37
2026-05-26,Gipuzkoa,g95,1.377,1.578,1.699,131
2026-05-26,Gipuzkoa,g98,1.555,1.748,1.809,77
2026-05-26,Gipuzkoa,diesel,1.467,1.697,1.859,144
2026-05-26,Gipuzkoa,dieselPlus,1.517,1.779,1.889,79
2026-05-26,Navarra,g95,1.375,1.54,1.699,211
2026-05-26,Navarra,diesel,1.465,1.631,1.829,236
2026-05-26,Navarra,dieselPlus,1.519,1.743,1.889,95
2026-05-26,Navarra,g98,1.489,1.733,1.994,61
2026-05-26,Bizkaia,g95,1.409,1.6,1.729,122
2026-05-26,Bizkaia,g98,1.539,1.767,1.835,69
2026-05-26,Bizkaia,diesel,1.479,1.691,1.809,125
2026-05-26,Bizkaia,dieselPlus,1.509,1.735,1.909,43
2026-05-27,Araba,g95,1.428,1.586,1.699,67
2026-05-27,Araba,diesel,1.499,1.688,1.829,71
2026-05-27,Araba,dieselPlus,1.559,1.763,1.899,36
2026-05-27,Araba,g98,1.549,1.744,1.855,37
2026-05-27,Gipuzkoa,g95,1.377,1.578,1.689,131
2026-05-27,Gipuzkoa,g98,1.555,1.748,1.809,77
2026-05-27,Gipuzkoa,diesel,1.459,1.692,1.859,146
2026-05-27,Gipuzkoa,dieselPlus,1.517,1.773,1.889,81
2026-05-27,Navarra,g95,1.369,1.534,1.699,209
2026-05-27,Navarra,diesel,1.439,1.619,1.829,233
2026-05-27,Navarra,dieselPlus,1.519,1.735,1.909,92
2026-05-27,Navarra,g98,1.489,1.733,1.994,62
2026-05-27,Bizkaia,g95,1.409,1.594,1.729,123
2026-05-27,Bizkaia,g98,1.539,1.766,1.829,69
2026-05-27,Bizkaia,diesel,1.469,1.691,1.809,123
2026-05-27,Bizkaia,dieselPlus,1.509,1.73,1.909,42
2026-05-28,Araba,g95,1.424,1.58,1.699,67
2026-05-28,Araba,diesel,1.479,1.68,1.799,71
2026-05-28,Araba,dieselPlus,1.539,1.755,1.899,36
2026-05-28,Araba,g98,1.549,1.738,1.855,37
2026-05-28,Gipuzkoa,g95,1.377,1.576,1.689,129
2026-05-28,Gipuzkoa,g98,1.555,1.743,1.809,77
2026-05-28,Gipuzkoa,diesel,1.459,1.686,1.859,145
2026-05-28,Gipuzkoa,dieselPlus,1.517,1.764,1.869,80
2026-05-28,Navarra,g95,1.339,1.53,1.699,209
2026-05-28,Navarra,diesel,1.409,1.613,1.799,233
2026-05-28,Navarra,dieselPlus,1.498,1.729,1.889,92
2026-05-28,Navarra,g98,1.489,1.728,1.994,62
2026-05-28,Bizkaia,g95,1.409,1.586,1.729,123
2026-05-28,Bizkaia,g98,1.539,1.758,1.829,69
2026-05-28,Bizkaia,diesel,1.459,1.683,1.809,124
2026-05-28,Bizkaia,dieselPlus,1.509,1.728,1.909,43
2026-05-29,Araba,g95,1.424,1.574,1.699,67
2026-05-29,Araba,diesel,1.47,1.673,1.799,71
2026-05-29,Araba,dieselPlus,1.539,1.751,1.899,36
2026-05-29,Araba,g98,1.549,1.733,1.839,37
2026-05-29,Gipuzkoa,g95,1.377,1.565,1.689,131
2026-05-29,Gipuzkoa,g98,1.539,1.737,1.805,77
2026-05-29,Gipuzkoa,diesel,1.439,1.674,1.859,146
2026-05-29,Gipuzkoa,dieselPlus,1.517,1.752,1.869,80
2026-05-29,Navarra,g95,1.309,1.522,1.699,209
2026-05-29,Navarra,diesel,1.375,1.603,1.799,233
2026-05-29,Navarra,dieselPlus,1.498,1.72,1.889,92
2026-05-29,Navarra,g98,1.489,1.722,1.994,62
2026-05-29,Bizkaia,g95,1.409,1.578,1.729,123
2026-05-29,Bizkaia,g98,1.539,1.755,1.829,69
2026-05-29,Bizkaia,diesel,1.449,1.672,1.809,125
2026-05-29,Bizkaia,dieselPlus,1.509,1.717,1.909,44
2026-05-30,Araba,g95,1.424,1.568,1.689,67
2026-05-30,Araba,diesel,1.47,1.666,1.799,70
2026-05-30,Araba,dieselPlus,1.539,1.742,1.89,36
2026-05-30,Araba,g98,1.549,1.721,1.809,37
2026-05-30,Gipuzkoa,g95,1.369,1.561,1.689,131
2026-05-30,Gipuzkoa,g98,1.539,1.731,1.799,77
2026-05-30,Gipuzkoa,diesel,1.409,1.667,1.859,146
2026-05-30,Gipuzkoa,dieselPlus,1.517,1.743,1.869,80
2026-05-30,Navarra,g95,1.309,1.519,1.699,208
2026-05-30,Navarra,diesel,1.375,1.598,1.799,232
2026-05-30,Navarra,dieselPlus,1.497,1.71,1.889,92
2026-05-30,Navarra,g98,1.489,1.712,1.994,62
2026-05-30,Bizkaia,g95,1.399,1.573,1.729,123
2026-05-30,Bizkaia,g98,1.529,1.743,1.829,69
2026-05-30,Bizkaia,diesel,1.429,1.666,1.809,125
2026-05-30,Bizkaia,dieselPlus,1.489,1.713,1.909,44
2026-05-31,Araba,g95,1.424,1.565,1.689,67
2026-05-31,Araba,diesel,1.47,1.663,1.799,70
2026-05-31,Araba,dieselPlus,1.539,1.741,1.89,36
2026-05-31,Araba,g98,1.549,1.716,1.809,37
2026-05-31,Gipuzkoa,g95,1.367,1.559,1.689,130
2026-05-31,Gipuzkoa,g98,1.539,1.727,1.799,77
2026-05-31,Gipuzkoa,diesel,1.399,1.664,1.859,145
2026-05-31,Gipuzkoa,dieselPlus,1.517,1.74,1.869,79
2026-05-31,Navarra,g95,1.309,1.517,1.699,208
2026-05-31,Navarra,diesel,1.375,1.596,1.799,232
2026-05-31,Navarra,dieselPlus,1.497,1.707,1.889,92
2026-05-31,Navarra,g98,1.489,1.709,1.994,62
2026-05-31,Bizkaia,g95,1.399,1.569,1.729,123
2026-05-31,Bizkaia,g98,1.529,1.737,1.829,69
2026-05-31,Bizkaia,diesel,1.429,1.662,1.809,125
2026-05-31,Bizkaia,dieselPlus,1.489,1.713,1.909,44
2026-06-01,Araba,g95,1.419,1.564,1.689,68
2026-06-01,Araba,diesel,1.449,1.66,1.799,71
2026-06-01,Araba,dieselPlus,1.509,1.738,1.89,36
2026-06-01,Araba,g98,1.549,1.713,1.809,38
2026-06-01,Gipuzkoa,g95,1.377,1.557,1.669,130
2026-06-01,Gipuzkoa,g98,1.535,1.725,1.795,77
2026-06-01,Gipuzkoa,diesel,1.409,1.657,1.859,145
2026-06-01,Gipuzkoa,dieselPlus,1.474,1.733,1.869,79
2026-06-01,Navarra,g95,1.309,1.511,1.699,209
2026-06-01,Navarra,diesel,1.375,1.589,1.799,233
2026-06-01,Navarra,dieselPlus,1.497,1.705,1.889,92
2026-06-01,Navarra,g98,1.489,1.705,1.994,62
2026-06-01,Bizkaia,g95,1.389,1.565,1.689,125
2026-06-01,Bizkaia,g98,1.529,1.734,1.799,69
2026-06-01,Bizkaia,diesel,1.429,1.657,1.769,127
2026-06-01,Bizkaia,dieselPlus,1.459,1.706,1.889,45
2026-06-02,Araba,g95,1.419,1.558,1.689,68
2026-06-02,Araba,diesel,1.449,1.652,1.779,72
2026-06-02,Araba,dieselPlus,1.509,1.731,1.839,36
2026-06-02,Araba,g98,1.549,1.705,1.809,38
2026-06-02,Gipuzkoa,g95,1.349,1.552,1.669,130
2026-06-02,Gipuzkoa,g98,1.535,1.72,1.789,77
2026-06-02,Gipuzkoa,diesel,1.429,1.655,1.859,145
2026-06-02,Gipuzkoa,dieselPlus,1.474,1.732,1.869,79
2026-06-02,Navarra,g95,1.309,1.511,1.699,214
2026-06-02,Navarra,diesel,1.375,1.588,1.812,238
2026-06-02,Navarra,dieselPlus,1.47,1.706,1.889,97
2026-06-02,Navarra,g98,1.489,1.701,1.994,62
2026-06-02,Bizkaia,g95,1.369,1.557,1.689,125
2026-06-02,Bizkaia,g98,1.529,1.723,1.795,69
2026-06-02,Bizkaia,diesel,1.419,1.653,1.769,127
2026-06-02,Bizkaia,dieselPlus,1.459,1.701,1.889,45
2026-06-03,Araba,g95,1.419,1.557,1.689,68
2026-06-03,Araba,diesel,1.459,1.649,1.779,72
2026-06-03,Araba,dieselPlus,1.519,1.729,1.839,36
2026-06-03,Araba,g98,1.549,1.703,1.809,38
2026-06-03,Gipuzkoa,g95,1.269,1.547,1.669,131
2026-06-03,Gipuzkoa,g98,1.535,1.715,1.785,77
2026-06-03,Gipuzkoa,diesel,1.369,1.652,1.859,145
2026-06-03,Gipuzkoa,dieselPlus,1.471,1.731,1.869,80
2026-06-03,Navarra,g95,1.309,1.509,1.699,215
2026-06-03,Navarra,diesel,1.375,1.586,1.8,239
2026-06-03,Navarra,dieselPlus,1.469,1.703,1.889,97
2026-06-03,Navarra,g98,1.489,1.7,1.994,62
2026-06-03,Bizkaia,g95,1.369,1.553,1.689,125
2026-06-03,Bizkaia,g98,1.529,1.72,1.789,69
2026-06-03,Bizkaia,diesel,1.419,1.649,1.769,127
2026-06-03,Bizkaia,dieselPlus,1.459,1.698,1.889,45
2026-06-04,Araba,g95,1.419,1.559,1.689,66
2026-06-04,Araba,diesel,1.459,1.649,1.779,72
2026-06-04,Araba,dieselPlus,1.519,1.728,1.839,36
2026-06-04,Araba,g98,1.549,1.702,1.809,38
2026-06-04,Gipuzkoa,g95,1.299,1.545,1.669,130
2026-06-04,Gipuzkoa,g98,1.535,1.714,1.775,77
2026-06-04,Gipuzkoa,diesel,1.409,1.648,1.859,145
2026-06-04,Gipuzkoa,dieselPlus,1.479,1.73,1.869,80
2026-06-04,Navarra,g95,1.309,1.508,1.699,215
2026-06-04,Navarra,diesel,1.375,1.584,1.779,239
2026-06-04,Navarra,dieselPlus,1.479,1.7,1.889,97
2026-06-04,Navarra,g98,1.489,1.699,1.994,62
2026-06-04,Bizkaia,g95,1.369,1.554,1.689,125
2026-06-04,Bizkaia,g98,1.529,1.72,1.789,69
2026-06-04,Bizkaia,diesel,1.419,1.649,1.769,127
2026-06-04,Bizkaia,dieselPlus,1.459,1.698,1.889,45
2026-06-05,Araba,g95,1.419,1.554,1.689,68
2026-06-05,Araba,diesel,1.459,1.647,1.779,72
2026-06-05,Araba,dieselPlus,1.539,1.73,1.839,36
2026-06-05,Araba,g98,1.549,1.705,1.789,38
2026-06-05,Gipuzkoa,g95,1.299,1.545,1.669,131
2026-06-05,Gipuzkoa,g98,1.535,1.721,1.805,77
2026-06-05,Gipuzkoa,diesel,1.439,1.648,1.859,145
2026-06-05,Gipuzkoa,dieselPlus,1.484,1.733,1.869,80
2026-06-05,Navarra,g95,1.309,1.506,1.699,215
2026-06-05,Navarra,diesel,1.375,1.583,1.779,239
2026-06-05,Navarra,dieselPlus,1.479,1.701,1.889,97
2026-06-05,Navarra,g98,1.489,1.702,1.994,62
2026-06-05,Bizkaia,g95,1.369,1.554,1.689,123
2026-06-05,Bizkaia,g98,1.529,1.724,1.799,69
2026-06-05,Bizkaia,diesel,1.419,1.651,1.769,127
2026-06-05,Bizkaia,dieselPlus,1.459,1.699,1.889,45
2026-06-06,Araba,g95,1.419,1.549,1.669,68
2026-06-06,Araba,diesel,1.459,1.643,1.779,72
2026-06-06,Araba,dieselPlus,1.539,1.724,1.839,36
2026-06-06,Araba,g98,1.549,1.693,1.779,38
2026-06-06,Gipuzkoa,g95,1.299,1.542,1.659,131
2026-06-06,Gipuzkoa,g98,1.535,1.713,1.775,77
2026-06-06,Gipuzkoa,diesel,1.439,1.643,1.859,145
2026-06-06,Gipuzkoa,dieselPlus,1.484,1.727,1.869,80
2026-06-06,Navarra,g95,1.309,1.503,1.669,216
2026-06-06,Navarra,diesel,1.375,1.58,1.779,240
2026-06-06,Navarra,dieselPlus,1.479,1.692,1.889,97
2026-06-06,Navarra,g98,1.489,1.689,1.994,62
2026-06-06,Bizkaia,g95,1.359,1.549,1.679,123
2026-06-06,Bizkaia,g98,1.529,1.714,1.789,69
2026-06-06,Bizkaia,diesel,1.419,1.645,1.769,127
2026-06-06,Bizkaia,dieselPlus,1.459,1.697,1.889,45
2026-06-07,Araba,g95,1.419,1.548,1.669,68
2026-06-07,Araba,diesel,1.459,1.641,1.779,72
2026-06-07,Araba,dieselPlus,1.539,1.723,1.839,36
2026-06-07,Araba,g98,1.549,1.69,1.779,38
2026-06-07,Gipuzkoa,g95,1.299,1.541,1.659,131
2026-06-07,Gipuzkoa,g98,1.535,1.711,1.769,77
2026-06-07,Gipuzkoa,diesel,1.439,1.642,1.859,145
2026-06-07,Gipuzkoa,dieselPlus,1.484,1.726,1.869,80
2026-06-07,Navarra,g95,1.309,1.502,1.669,216
2026-06-07,Navarra,diesel,1.375,1.579,1.779,240
2026-06-07,Navarra,dieselPlus,1.479,1.691,1.889,97
2026-06-07,Navarra,g98,1.489,1.686,1.994,62
2026-06-07,Bizkaia,g95,1.359,1.546,1.679,123
2026-06-07,Bizkaia,g98,1.529,1.711,1.789,69
2026-06-07,Bizkaia,diesel,1.419,1.642,1.769,127
2026-06-07,Bizkaia,dieselPlus,1.459,1.697,1.889,45
2026-06-08,Araba,g95,1.379,1.545,1.669,68
2026-06-08,Araba,diesel,1.459,1.64,1.779,72
2026-06-08,Araba,dieselPlus,1.539,1.722,1.839,36
2026-06-08,Araba,g98,1.549,1.69,1.779,38
2026-06-08,Gipuzkoa,g95,1.299,1.54,1.659,131
2026-06-08,Gipuzkoa,g98,1.535,1.712,1.899,77
2026-06-08,Gipuzkoa,diesel,1.447,1.642,1.859,145
2026-06-08,Gipuzkoa,dieselPlus,1.487,1.724,1.869,80
2026-06-08,Navarra,g95,1.309,1.497,1.669,213
2026-06-08,Navarra,diesel,1.375,1.575,1.769,237
2026-06-08,Navarra,dieselPlus,1.469,1.687,1.889,96
2026-06-08,Navarra,g98,1.439,1.684,1.994,62
2026-06-08,Bizkaia,g95,1.359,1.542,1.679,125
2026-06-08,Bizkaia,g98,1.528,1.71,1.789,69
2026-06-08,Bizkaia,diesel,1.419,1.64,1.769,127
2026-06-08,Bizkaia,dieselPlus,1.459,1.692,1.849,45
2026-06-09,Araba,g95,1.379,1.544,1.669,67
2026-06-09,Araba,diesel,1.459,1.636,1.779,71
2026-06-09,Araba,dieselPlus,1.539,1.715,1.839,35
2026-06-09,Araba,g98,1.549,1.69,1.779,37
2026-06-09,Gipuzkoa,g95,1.299,1.538,1.659,131
2026-06-09,Gipuzkoa,g98,1.535,1.709,1.889,77
2026-06-09,Gipuzkoa,diesel,1.449,1.639,1.859,145
2026-06-09,Gipuzkoa,dieselPlus,1.487,1.721,1.869,80
2026-06-09,Navarra,g95,1.279,1.496,1.669,213
2026-06-09,Navarra,diesel,1.389,1.574,1.769,237
2026-06-09,Navarra,dieselPlus,1.469,1.686,1.889,96
2026-06-09,Navarra,g98,1.439,1.684,1.994,62
2026-06-09,Bizkaia,g95,1.359,1.539,1.669,125
2026-06-09,Bizkaia,g98,1.528,1.707,1.779,69
2026-06-09,Bizkaia,diesel,1.439,1.637,1.769,127
2026-06-09,Bizkaia,dieselPlus,1.459,1.689,1.849,45
2026-06-10,Araba,g95,1.379,1.543,1.669,68
2026-06-10,Araba,diesel,1.459,1.637,1.779,72
2026-06-10,Araba,dieselPlus,1.539,1.718,1.839,36
2026-06-10,Araba,g98,1.549,1.689,1.779,38
2026-06-10,Gipuzkoa,g95,1.299,1.536,1.659,131
2026-06-10,Gipuzkoa,g98,1.535,1.707,1.889,77
2026-06-10,Gipuzkoa,diesel,1.449,1.637,1.859,145
2026-06-10,Gipuzkoa,dieselPlus,1.514,1.72,1.869,80
2026-06-10,Navarra,g95,1.259,1.494,1.669,213
2026-06-10,Navarra,diesel,1.377,1.573,1.769,237
2026-06-10,Navarra,dieselPlus,1.469,1.686,1.889,96
2026-06-10,Navarra,g98,1.439,1.684,1.994,62
2026-06-10,Bizkaia,g95,1.339,1.537,1.659,124
2026-06-10,Bizkaia,g98,1.529,1.707,1.769,68
2026-06-10,Bizkaia,diesel,1.419,1.633,1.739,126
2026-06-10,Bizkaia,dieselPlus,1.439,1.683,1.849,45
2026-06-11,Araba,g95,1.379,1.537,1.669,68
2026-06-11,Araba,diesel,1.45,1.624,1.779,72
2026-06-11,Araba,dieselPlus,1.519,1.711,1.839,36
2026-06-11,Araba,g98,1.549,1.684,1.779,38
2026-06-11,Gipuzkoa,g95,1.299,1.533,1.659,131
2026-06-11,Gipuzkoa,g98,1.535,1.703,1.889,77
2026-06-11,Gipuzkoa,diesel,1.447,1.632,1.859,145
2026-06-11,Gipuzkoa,dieselPlus,1.489,1.716,1.869,80
2026-06-11,Navarra,g95,1.259,1.489,1.669,212
2026-06-11,Navarra,diesel,1.377,1.564,1.769,236
2026-06-11,Navarra,dieselPlus,1.459,1.674,1.889,95
2026-06-11,Navarra,g98,1.439,1.679,1.994,62
2026-06-11,Bizkaia,g95,1.299,1.528,1.649,125
2026-06-11,Bizkaia,g98,1.509,1.699,1.769,68
2026-06-11,Bizkaia,diesel,1.399,1.621,1.739,127
2026-06-11,Bizkaia,dieselPlus,1.419,1.671,1.839,46
2026-06-12,Araba,g95,1.379,1.535,1.669,68
2026-06-12,Araba,diesel,1.449,1.623,1.779,72
2026-06-12,Araba,dieselPlus,1.519,1.71,1.839,36
2026-06-12,Araba,g98,1.499,1.686,1.779,38
2026-06-12,Gipuzkoa,g95,1.299,1.528,1.659,131
2026-06-12,Gipuzkoa,g98,1.535,1.702,1.775,77
2026-06-12,Gipuzkoa,diesel,1.447,1.626,1.859,145
2026-06-12,Gipuzkoa,dieselPlus,1.489,1.712,1.869,80
2026-06-12,Navarra,g95,1.259,1.487,1.669,212
2026-06-12,Navarra,diesel,1.377,1.561,1.769,236
2026-06-12,Navarra,dieselPlus,1.459,1.673,1.889,95
2026-06-12,Navarra,g98,1.439,1.68,1.994,62
2026-06-12,Bizkaia,g95,1.299,1.527,1.649,123
2026-06-12,Bizkaia,g98,1.499,1.702,1.775,68
2026-06-12,Bizkaia,diesel,1.399,1.621,1.739,127
2026-06-12,Bizkaia,dieselPlus,1.419,1.668,1.839,46
2026-06-13,Araba,g95,1.379,1.534,1.669,68
2026-06-13,Araba,diesel,1.449,1.617,1.779,72
2026-06-13,Araba,dieselPlus,1.519,1.704,1.839,36
2026-06-13,Araba,g98,1.499,1.681,1.779,38
2026-06-13,Gipuzkoa,g95,1.299,1.527,1.659,131
2026-06-13,Gipuzkoa,g98,1.535,1.697,1.769,77
2026-06-13,Gipuzkoa,diesel,1.447,1.622,1.859,145
2026-06-13,Gipuzkoa,dieselPlus,1.489,1.706,1.869,80
2026-06-13,Navarra,g95,1.259,1.485,1.669,210
2026-06-13,Navarra,diesel,1.377,1.558,1.769,234
2026-06-13,Navarra,dieselPlus,1.459,1.667,1.889,95
2026-06-13,Navarra,g98,1.439,1.674,1.994,62
2026-06-13,Bizkaia,g95,1.299,1.526,1.649,125
2026-06-13,Bizkaia,g98,1.499,1.698,1.769,68
2026-06-13,Bizkaia,diesel,1.399,1.621,1.739,127
2026-06-13,Bizkaia,dieselPlus,1.419,1.667,1.839,46
2026-06-14,Araba,g95,1.379,1.524,1.669,65
2026-06-14,Araba,diesel,1.449,1.61,1.759,69
2026-06-14,Araba,dieselPlus,1.519,1.695,1.839,33
2026-06-14,Araba,g98,1.499,1.672,1.779,36
2026-06-14,Gipuzkoa,g95,1.299,1.523,1.659,131
2026-06-14,Gipuzkoa,g98,1.535,1.692,1.769,77
2026-06-14,Gipuzkoa,diesel,1.447,1.62,1.859,145
2026-06-14,Gipuzkoa,dieselPlus,1.489,1.704,1.869,80
2026-06-14,Navarra,g95,1.259,1.482,1.669,211
2026-06-14,Navarra,diesel,1.377,1.556,1.769,235
2026-06-14,Navarra,dieselPlus,1.459,1.665,1.889,95
2026-06-14,Navarra,g98,1.439,1.669,1.994,62
2026-06-14,Bizkaia,g95,1.299,1.52,1.649,125
2026-06-14,Bizkaia,g98,1.499,1.69,1.769,68
2026-06-14,Bizkaia,diesel,1.399,1.618,1.739,127
2026-06-14,Bizkaia,dieselPlus,1.419,1.665,1.839,46
2026-06-15,Araba,g95,1.379,1.521,1.649,65
2026-06-15,Araba,diesel,1.424,1.601,1.719,69
2026-06-15,Araba,dieselPlus,1.519,1.687,1.825,33
2026-06-15,Araba,g98,1.499,1.67,1.779,36
2026-06-15,Gipuzkoa,g95,1.299,1.518,1.609,131
2026-06-15,Gipuzkoa,g98,1.535,1.688,1.749,77
2026-06-15,Gipuzkoa,diesel,1.429,1.612,1.709,145
2026-06-15,Gipuzkoa,dieselPlus,1.489,1.695,1.799,80
2026-06-15,Navarra,g95,1.249,1.477,1.649,211
2026-06-15,Navarra,diesel,1.329,1.543,1.769,235
2026-06-15,Navarra,dieselPlus,1.439,1.653,1.849,95
2026-06-15,Navarra,g98,1.439,1.668,1.994,62
2026-06-15,Bizkaia,g95,1.299,1.516,1.649,126
2026-06-15,Bizkaia,g98,1.499,1.686,1.769,68
2026-06-15,Bizkaia,diesel,1.379,1.61,1.715,128
2026-06-15,Bizkaia,dieselPlus,1.399,1.654,1.819,46
2026-06-16,Araba,g95,1.379,1.517,1.649,66
2026-06-16,Araba,diesel,1.379,1.593,1.719,70
2026-06-16,Araba,dieselPlus,1.499,1.68,1.819,34
2026-06-16,Araba,g98,1.499,1.664,1.779,37
2026-06-16,Gipuzkoa,g95,1.299,1.509,1.609,131
2026-06-16,Gipuzkoa,g98,1.535,1.678,1.749,77
2026-06-16,Gipuzkoa,diesel,1.427,1.601,1.699,145
2026-06-16,Gipuzkoa,dieselPlus,1.468,1.683,1.799,80
2026-06-16,Navarra,g95,1.249,1.469,1.649,212
2026-06-16,Navarra,diesel,1.316,1.531,1.769,236
2026-06-16,Navarra,dieselPlus,1.387,1.641,1.849,96
2026-06-16,Navarra,g98,1.439,1.656,1.994,62
2026-06-16,Bizkaia,g95,1.296,1.505,1.629,126
2026-06-16,Bizkaia,g98,1.477,1.674,1.769,68
2026-06-16,Bizkaia,diesel,1.359,1.597,1.715,127
2026-06-16,Bizkaia,dieselPlus,1.399,1.647,1.819,45
2026-06-17,Araba,g95,1.369,1.51,1.639,68
2026-06-17,Araba,diesel,1.358,1.578,1.719,72
2026-06-17,Araba,dieselPlus,1.469,1.669,1.819,36
2026-06-17,Araba,g98,1.499,1.652,1.759,38
2026-06-17,Gipuzkoa,g95,1.299,1.497,1.599,131
2026-06-17,Gipuzkoa,g98,1.529,1.67,1.739,77
2026-06-17,Gipuzkoa,diesel,1.407,1.59,1.699,144
2026-06-17,Gipuzkoa,dieselPlus,1.448,1.67,1.789,80
2026-06-17,Navarra,g95,1.227,1.463,1.649,214
2026-06-17,Navarra,diesel,1.267,1.517,1.769,238
2026-06-17,Navarra,dieselPlus,1.386,1.631,1.849,97
2026-06-17,Navarra,g98,1.439,1.653,1.994,62
2026-06-17,Bizkaia,g95,1.295,1.494,1.625,126
2026-06-17,Bizkaia,g98,1.465,1.664,1.769,68
2026-06-17,Bizkaia,diesel,1.349,1.586,1.715,127
2026-06-17,Bizkaia,dieselPlus,1.409,1.634,1.819,45
2026-06-18,Araba,g95,1.349,1.5,1.639,68
2026-06-18,Araba,diesel,1.351,1.556,1.719,72
2026-06-18,Araba,dieselPlus,1.439,1.653,1.819,36
2026-06-18,Araba,g98,1.499,1.644,1.759,38
2026-06-18,Gipuzkoa,g95,1.297,1.49,1.599,131
2026-06-18,Gipuzkoa,g98,1.529,1.664,1.726,77
2026-06-18,Gipuzkoa,diesel,1.407,1.578,1.699,144
2026-06-18,Gipuzkoa,dieselPlus,1.448,1.659,1.789,80
2026-06-18,Navarra,g95,1.227,1.456,1.649,214
2026-06-18,Navarra,diesel,1.265,1.504,1.769,237
2026-06-18,Navarra,dieselPlus,1.383,1.616,1.849,97
2026-06-18,Navarra,g98,1.439,1.643,1.994,62
2026-06-18,Bizkaia,g95,1.249,1.483,1.619,126
2026-06-18,Bizkaia,g98,1.447,1.655,1.769,68
2026-06-18,Bizkaia,diesel,1.329,1.568,1.699,127
2026-06-18,Bizkaia,dieselPlus,1.369,1.621,1.819,46
2026-06-19,Araba,g95,1.349,1.49,1.619,68
2026-06-19,Araba,diesel,1.337,1.548,1.719,72
2026-06-19,Araba,dieselPlus,1.419,1.642,1.819,36
2026-06-19,Araba,g98,1.499,1.64,1.759,38
2026-06-19,Gipuzkoa,g95,1.287,1.481,1.599,131
2026-06-19,Gipuzkoa,g98,1.479,1.66,1.726,77
2026-06-19,Gipuzkoa,diesel,1.379,1.564,1.699,145
2026-06-19,Gipuzkoa,dieselPlus,1.448,1.653,1.789,80
2026-06-19,Navarra,g95,1.227,1.45,1.632,213
2026-06-19,Navarra,diesel,1.265,1.493,1.769,237
2026-06-19,Navarra,dieselPlus,1.369,1.608,1.849,97
2026-06-19,Navarra,g98,1.439,1.638,1.994,62
2026-06-19,Bizkaia,g95,1.249,1.475,1.619,126
2026-06-19,Bizkaia,g98,1.443,1.654,1.769,68
2026-06-19,Bizkaia,diesel,1.319,1.555,1.699,127
2026-06-19,Bizkaia,dieselPlus,1.369,1.609,1.819,46
2026-06-20,Araba,g95,1.336,1.486,1.619,68
2026-06-20,Araba,diesel,1.337,1.542,1.719,72
2026-06-20,Araba,dieselPlus,1.399,1.637,1.819,36
2026-06-20,Araba,g98,1.499,1.633,1.759,38
2026-06-20,Gipuzkoa,g95,1.277,1.478,1.599,131
