fecha,territorio,combustible,minimo,medio,maximo,estaciones
2026-07-18,Araba,g95,1.434,1.628,1.749,68
2026-07-18,Araba,diesel,1.487,1.677,1.809,72
2026-07-18,Araba,dieselPlus,1.534,1.762,1.909,36
2026-07-18,Araba,g98,1.599,1.797,1.909,38
2026-07-18,Gipuzkoa,g95,1.407,1.627,1.719,131
2026-07-18,Gipuzkoa,g98,1.609,1.816,1.889,77
2026-07-18,Gipuzkoa,diesel,1.474,1.68,1.795,144
2026-07-18,Gipuzkoa,dieselPlus,1.543,1.773,1.899,80
2026-07-18,Navarra,g95,1.357,1.575,1.719,215
2026-07-18,Navarra,diesel,1.379,1.604,1.794,239
2026-07-18,Navarra,dieselPlus,1.409,1.725,1.884,100
2026-07-18,Navarra,g98,1.519,1.794,1.994,62
2026-07-18,Bizkaia,g95,1.409,1.632,1.739,126
2026-07-18,Bizkaia,g98,1.619,1.816,1.899,68
2026-07-18,Bizkaia,diesel,1.399,1.681,1.799,128
2026-07-18,Bizkaia,dieselPlus,1.439,1.718,1.919,46
2026-07-19,Araba,g95,1.434,1.635,1.749,68
2026-07-19,Araba,diesel,1.489,1.683,1.815,72
2026-07-19,Araba,dieselPlus,1.534,1.766,1.909,36
2026-07-19,Araba,g98,1.599,1.806,1.909,38
2026-07-19,Gipuzkoa,g95,1.407,1.635,1.739,131
2026-07-19,Gipuzkoa,g98,1.609,1.826,1.899,77
2026-07-19,Gipuzkoa,diesel,1.479,1.687,1.819,144
2026-07-19,Gipuzkoa,dieselPlus,1.543,1.781,1.919,80
2026-07-19,Navarra,g95,1.357,1.581,1.739,215
2026-07-19,Navarra,diesel,1.379,1.61,1.809,239
2026-07-19,Navarra,dieselPlus,1.409,1.733,1.899,100
2026-07-19,Navarra,g98,1.519,1.804,1.994,62
2026-07-19,Bizkaia,g95,1.409,1.639,1.739,126
2026-07-19,Bizkaia,g98,1.619,1.826,1.899,68
2026-07-19,Bizkaia,diesel,1.399,1.69,1.809,128
2026-07-19,Bizkaia,dieselPlus,1.439,1.72,1.919,46
2026-07-20,Araba,g95,1.434,1.635,1.749,68
2026-07-20,Araba,diesel,1.489,1.684,1.815,72
2026-07-20,Araba,dieselPlus,1.534,1.768,1.909,36
2026-07-20,Araba,g98,1.599,1.807,1.909,38
2026-07-20,Gipuzkoa,g95,1.407,1.636,1.739,131
2026-07-20,Gipuzkoa,g98,1.609,1.828,1.904,77
2026-07-20,Gipuzkoa,diesel,1.479,1.688,1.819,144
2026-07-20,Gipuzkoa,dieselPlus,1.543,1.783,1.924,80
2026-07-20,Navarra,g95,1.357,1.582,1.759,215
2026-07-20,Navarra,diesel,1.379,1.611,1.809,239
2026-07-20,Navarra,dieselPlus,1.409,1.735,1.899,100
2026-07-20,Navarra,g98,1.519,1.805,1.994,62
2026-07-20,Bizkaia,g95,1.409,1.64,1.819,126
2026-07-20,Bizkaia,g98,1.619,1.826,1.899,68
2026-07-20,Bizkaia,diesel,1.399,1.691,1.829,128
2026-07-20,Bizkaia,dieselPlus,1.439,1.723,1.939,46
2026-07-21,Araba,g95,1.434,1.647,1.769,68
2026-07-21,Araba,diesel,1.489,1.704,1.869,72
2026-07-21,Araba,dieselPlus,1.534,1.784,1.959,36
2026-07-21,Araba,g98,1.599,1.817,1.929,38
2026-07-21,Gipuzkoa,g95,1.409,1.657,1.789,131
2026-07-21,Gipuzkoa,g98,1.639,1.845,1.979,77
2026-07-21,Gipuzkoa,diesel,1.489,1.717,1.834,144
2026-07-21,Gipuzkoa,dieselPlus,1.583,1.81,1.944,80
2026-07-21,Navarra,g95,1.359,1.607,1.769,216
2026-07-21,Navarra,diesel,1.39,1.644,1.869,239
2026-07-21,Navarra,dieselPlus,1.41,1.757,1.959,100
2026-07-21,Navarra,g98,1.569,1.827,1.994,62
2026-07-21,Bizkaia,g95,1.439,1.659,1.819,125
2026-07-21,Bizkaia,g98,1.629,1.838,1.915,68
2026-07-21,Bizkaia,diesel,1.524,1.717,1.849,127
2026-07-21,Bizkaia,dieselPlus,1.559,1.76,1.969,46
2026-07-22,Araba,g95,1.489,1.656,1.769,68
2026-07-22,Araba,diesel,1.494,1.714,1.879,72
2026-07-22,Araba,dieselPlus,1.534,1.79,1.959,36
2026-07-22,Araba,g98,1.599,1.824,1.915,38
2026-07-22,Gipuzkoa,g95,1.409,1.661,1.789,131
2026-07-22,Gipuzkoa,g98,1.639,1.844,1.979,77
2026-07-22,Gipuzkoa,diesel,1.504,1.73,1.849,144
2026-07-22,Gipuzkoa,dieselPlus,1.583,1.825,1.939,80
2026-07-22,Navarra,g95,1.359,1.614,1.769,216
2026-07-22,Navarra,diesel,1.42,1.657,1.879,239
2026-07-22,Navarra,dieselPlus,1.43,1.768,1.959,101
2026-07-22,Navarra,g98,1.569,1.831,1.994,62
2026-07-22,Bizkaia,g95,1.439,1.67,1.819,125
2026-07-22,Bizkaia,g98,1.629,1.846,1.925,68
2026-07-22,Bizkaia,diesel,1.539,1.729,1.859,127
2026-07-22,Bizkaia,dieselPlus,1.559,1.768,1.939,46
2026-07-23,Araba,g95,1.489,1.667,1.799,68
2026-07-23,Araba,diesel,1.514,1.728,1.899,72
2026-07-23,Araba,dieselPlus,1.569,1.806,1.979,36
2026-07-23,Araba,g98,1.599,1.834,1.949,38
2026-07-23,Gipuzkoa,g95,1.429,1.67,1.789,131
2026-07-23,Gipuzkoa,g98,1.659,1.852,1.979,77
2026-07-23,Gipuzkoa,diesel,1.504,1.747,1.856,144
2026-07-23,Gipuzkoa,dieselPlus,1.593,1.84,1.959,80
2026-07-23,Navarra,g95,1.359,1.624,1.769,216
2026-07-23,Navarra,diesel,1.439,1.679,1.899,239
2026-07-23,Navarra,dieselPlus,1.539,1.786,1.979,101
2026-07-23,Navarra,g98,1.609,1.846,1.994,62
2026-07-23,Bizkaia,g95,1.459,1.678,1.819,125
2026-07-23,Bizkaia,g98,1.659,1.852,1.919,68
2026-07-23,Bizkaia,diesel,1.543,1.742,1.869,127
2026-07-23,Bizkaia,dieselPlus,1.589,1.782,1.939,46
2026-07-24,Araba,g95,1.489,1.672,1.799,68
2026-07-24,Araba,diesel,1.514,1.737,1.909,72
2026-07-24,Araba,dieselPlus,1.569,1.814,1.989,36
2026-07-24,Araba,g98,1.599,1.843,1.949,38
2026-07-24,Bizkaia,g95,1.459,1.684,1.819,125
2026-07-24,Bizkaia,diesel,1.542,1.752,1.869,127
2026-07-24,Bizkaia,dieselPlus,1.589,1.786,1.949,45
2026-07-24,Bizkaia,g98,1.659,1.862,1.945,68
2026-07-24,Gipuzkoa,g95,1.429,1.677,1.789,131
2026-07-24,Gipuzkoa,diesel,1.504,1.759,1.871,144
2026-07-24,Gipuzkoa,g98,1.659,1.859,1.979,77
2026-07-24,Gipuzkoa,dieselPlus,1.593,1.854,1.979,80
2026-07-24,Navarra,g95,1.376,1.631,1.789,216
2026-07-24,Navarra,diesel,1.439,1.689,1.909,239
2026-07-24,Navarra,dieselPlus,1.539,1.796,1.989,101
2026-07-24,Navarra,g98,1.609,1.858,1.994,62
2026-07-25,Araba,g95,1.489,1.679,1.799,68
2026-07-25,Araba,diesel,1.514,1.75,1.909,72
2026-07-25,Araba,dieselPlus,1.569,1.821,1.989,36
2026-07-25,Araba,g98,1.639,1.847,1.949,38
2026-07-25,Bizkaia,g95,1.499,1.69,1.819,125
2026-07-25,Bizkaia,g98,1.659,1.864,1.945,68
2026-07-25,Bizkaia,diesel,1.542,1.767,1.895,127
2026-07-25,Bizkaia,dieselPlus,1.589,1.791,1.979,45
2026-07-25,Gipuzkoa,g95,1.429,1.684,1.789,131
2026-07-25,Gipuzkoa,diesel,1.504,1.775,1.905,144
2026-07-25,Gipuzkoa,g98,1.659,1.865,1.979,77
2026-07-25,Gipuzkoa,dieselPlus,1.593,1.87,1.999,80
2026-07-25,Navarra,g95,1.375,1.636,1.799,216
2026-07-25,Navarra,diesel,1.439,1.701,1.909,239
2026-07-25,Navarra,dieselPlus,1.539,1.812,1.989,101
2026-07-25,Navarra,g98,1.609,1.861,1.994,62
2026-07-26,Araba,g95,1.489,1.677,1.799,68
2026-07-26,Araba,diesel,1.514,1.75,1.909,72
2026-07-26,Araba,dieselPlus,1.569,1.824,1.989,36
2026-07-26,Araba,g98,1.639,1.845,1.949,38
2026-07-26,Bizkaia,g95,1.499,1.689,1.819,125
2026-07-26,Bizkaia,g98,1.659,1.863,1.939,68
2026-07-26,Bizkaia,diesel,1.542,1.766,1.885,127
2026-07-26,Bizkaia,dieselPlus,1.589,1.791,1.979,45
2026-07-26,Gipuzkoa,g95,1.429,1.684,1.789,131
2026-07-26,Gipuzkoa,diesel,1.504,1.775,1.901,144
2026-07-26,Gipuzkoa,g98,1.659,1.865,1.979,77
2026-07-26,Gipuzkoa,dieselPlus,1.593,1.871,2.005,80
2026-07-26,Navarra,g95,1.375,1.637,1.799,216
2026-07-26,Navarra,diesel,1.439,1.702,1.909,240
2026-07-26,Navarra,dieselPlus,1.539,1.813,1.989,101
2026-07-26,Navarra,g98,1.609,1.863,1.994,62
2026-07-27,Araba,g95,1.482,1.682,1.809,68
2026-07-27,Araba,diesel,1.499,1.757,1.939,72
2026-07-27,Araba,dieselPlus,1.593,1.83,2.019,36
2026-07-27,Araba,g98,1.639,1.85,1.949,38
2026-07-27,Bizkaia,g95,1.475,1.693,1.849,125
2026-07-27,Bizkaia,diesel,1.553,1.774,1.899,127
2026-07-27,Bizkaia,dieselPlus,1.609,1.803,1.999,45
2026-07-27,Bizkaia,g98,1.669,1.866,1.939,68
2026-07-27,Gipuzkoa,g95,1.429,1.689,1.789,131
2026-07-27,Gipuzkoa,diesel,1.534,1.784,1.909,144
2026-07-27,Gipuzkoa,g98,1.659,1.865,1.979,77
2026-07-27,Gipuzkoa,dieselPlus,1.649,1.877,2.005,80
2026-07-27,Navarra,g95,1.385,1.639,1.809,217
2026-07-27,Navarra,diesel,1.519,1.708,1.939,241
2026-07-27,Navarra,dieselPlus,1.546,1.818,2.019,101
2026-07-27,Navarra,g98,1.629,1.863,1.994,62
2026-07-28,Araba,g95,1.482,1.68,1.809,68
2026-07-28,Araba,diesel,1.499,1.76,1.939,72
2026-07-28,Araba,dieselPlus,1.593,1.834,2.019,36
2026-07-28,Araba,g98,1.639,1.854,1.949,38
2026-07-28,Bizkaia,g95,1.475,1.695,1.849,123
2026-07-28,Bizkaia,diesel,1.553,1.778,1.899,125
2026-07-28,Bizkaia,dieselPlus,1.609,1.806,1.999,44
2026-07-28,Bizkaia,g98,1.669,1.87,1.925,68
2026-07-28,Gipuzkoa,g95,1.429,1.69,1.789,131
2026-07-28,Gipuzkoa,diesel,1.534,1.791,1.909,144
2026-07-28,Gipuzkoa,g98,1.66,1.868,1.979,77
2026-07-28,Gipuzkoa,dieselPlus,1.656,1.886,1.999,80
2026-07-28,Navarra,g95,1.385,1.642,1.809,212
2026-07-28,Navarra,diesel,1.519,1.716,1.939,236
2026-07-28,Navarra,dieselPlus,1.589,1.828,2.019,96
2026-07-28,Navarra,g98,1.629,1.866,1.994,62
2026-07-29,Araba,g95,1.482,1.686,1.829,68
2026-07-29,Araba,diesel,1.519,1.772,1.939,72
2026-07-29,Araba,dieselPlus,1.639,1.855,2.039,36
2026-07-29,Araba,g98,1.639,1.856,1.949,38
2026-07-29,Bizkaia,g95,1.482,1.697,1.849,124
2026-07-29,Bizkaia,g98,1.669,1.872,1.939,68
2026-07-29,Bizkaia,diesel,1.553,1.779,1.899,126
2026-07-29,Bizkaia,dieselPlus,1.609,1.813,1.999,44
2026-07-29,Gipuzkoa,g95,1.429,1.69,1.789,131
2026-07-29,Gipuzkoa,diesel,1.534,1.794,1.909,144
2026-07-29,Gipuzkoa,g98,1.689,1.868,1.979,77
2026-07-29,Gipuzkoa,dieselPlus,1.669,1.889,1.999,80
2026-07-29,Navarra,g95,1.399,1.643,1.809,212
2026-07-29,Navarra,diesel,1.539,1.719,1.939,236
2026-07-29,Navarra,dieselPlus,1.589,1.83,2.019,96
2026-07-29,Navarra,g98,1.629,1.866,1.994,62
2026-07-30,Araba,g95,1.482,1.69,1.829,68
2026-07-30,Araba,diesel,1.544,1.778,1.939,72
2026-07-30,Araba,dieselPlus,1.636,1.859,2.039,36
2026-07-30,Araba,g98,1.639,1.859,1.949,38
2026-07-30,Bizkaia,g95,1.482,1.7,1.849,124
2026-07-30,Bizkaia,g98,1.669,1.873,1.945,68
2026-07-30,Bizkaia,diesel,1.599,1.786,1.899,126
2026-07-30,Bizkaia,dieselPlus,1.609,1.817,1.999,44
2026-07-30,Gipuzkoa,g95,1.429,1.693,1.789,131
2026-07-30,Gipuzkoa,diesel,1.569,1.799,1.909,144
2026-07-30,Gipuzkoa,g98,1.689,1.87,1.979,77
2026-07-30,Gipuzkoa,dieselPlus,1.687,1.894,2.009,80
2026-07-30,Navarra,g95,1.409,1.644,1.809,212
2026-07-30,Navarra,diesel,1.539,1.723,1.939,236
2026-07-30,Navarra,dieselPlus,1.589,1.832,2.019,96
2026-07-30,Navarra,g98,1.649,1.867,1.994,62
2026-07-31,Araba,g95,1.499,1.696,1.829,68
2026-07-31,Araba,diesel,1.579,1.795,1.939,72
2026-07-31,Araba,dieselPlus,1.636,1.876,2.039,36
2026-07-31,Araba,g98,1.659,1.868,1.949,38
2026-07-31,Bizkaia,g95,1.559,1.709,1.849,124
2026-07-31,Bizkaia,g98,1.689,1.885,1.969,68
2026-07-31,Bizkaia,diesel,1.619,1.804,1.939,126
2026-07-31,Bizkaia,dieselPlus,1.639,1.831,1.999,44
2026-07-31,Gipuzkoa,g95,1.499,1.697,1.789,131
2026-07-31,Gipuzkoa,diesel,1.575,1.817,1.959,144
2026-07-31,Gipuzkoa,g98,1.689,1.875,1.979,77
2026-07-31,Gipuzkoa,dieselPlus,1.681,1.914,2.047,80
2026-07-31,Navarra,g95,1.409,1.65,1.809,212
2026-07-31,Navarra,diesel,1.539,1.739,1.939,236
2026-07-31,Navarra,dieselPlus,1.609,1.853,2.019,96
2026-07-31,Navarra,g98,1.649,1.875,1.994,62
2026-08-01,Araba,g95,1.499,1.73,1.856,68
2026-08-01,Araba,diesel,1.595,1.832,1.98,72
2026-08-01,Araba,dieselPlus,1.636,1.916,2.074,36
2026-08-01,Araba,g98,1.669,1.913,2.01,38
2026-08-01,Bizkaia,g95,1.559,1.746,1.866,124
2026-08-01,Bizkaia,diesel,1.629,1.843,1.979,126
2026-08-01,Bizkaia,dieselPlus,1.709,1.86,2.034,44
2026-08-01,Bizkaia,g98,1.699,1.932,2.02,68
2026-08-01,Gipuzkoa,g95,1.534,1.73,1.84,131
2026-08-01,Gipuzkoa,diesel,1.575,1.85,2,144
2026-08-01,Gipuzkoa,g98,1.689,1.915,2.01,77
2026-08-01,Gipuzkoa,dieselPlus,1.681,1.945,2.1,80
2026-08-01,Navarra,g95,1.425,1.676,1.836,212
2026-08-01,Navarra,diesel,1.539,1.767,1.979,236
2026-08-01,Navarra,dieselPlus,1.62,1.892,2.069,96
2026-08-01,Navarra,g98,1.649,1.912,2.006,62
2026-08-02,Araba,g95,1.513,1.734,1.846,68
2026-08-02,Araba,diesel,1.606,1.836,1.98,72
2026-08-02,Araba,dieselPlus,1.636,1.923,2.079,36
2026-08-02,Araba,g98,1.669,1.915,2.01,38
2026-08-02,Bizkaia,g95,1.559,1.751,1.875,124
2026-08-02,Bizkaia,diesel,1.629,1.849,1.995,126
2026-08-02,Bizkaia,dieselPlus,1.709,1.876,2.049,44
2026-08-02,Bizkaia,g98,1.699,1.936,2.02,68
2026-08-02,Gipuzkoa,g95,1.534,1.735,1.839,131
2026-08-02,Gipuzkoa,diesel,1.575,1.857,2,144
2026-08-02,Gipuzkoa,g98,1.729,1.919,2.01,77
2026-08-02,Gipuzkoa,dieselPlus,1.681,1.951,2.1,80
2026-08-02,Navarra,g95,1.425,1.68,1.829,212
2026-08-02,Navarra,diesel,1.539,1.773,1.979,236
2026-08-02,Navarra,dieselPlus,1.62,1.899,2.069,96
2026-08-02,Navarra,g98,1.649,1.915,2.006,62
2026-08-03,Araba,g95,1.513,1.741,1.889,68
2026-08-03,Araba,diesel,1.61,1.846,2.019,72
2026-08-03,Araba,dieselPlus,1.698,1.934,2.119,36
2026-08-03,Araba,g98,1.679,1.92,2.015,38
2026-08-03,Bizkaia,g95,1.559,1.757,1.889,125
2026-08-03,Bizkaia,diesel,1.639,1.86,1.995,127
2026-08-03,Bizkaia,dieselPlus,1.709,1.882,2.049,44
2026-08-03,Bizkaia,g98,1.699,1.939,2.02,68
2026-08-03,Gipuzkoa,g95,1.534,1.741,1.84,131
2026-08-03,Gipuzkoa,diesel,1.575,1.864,1.999,144
2026-08-03,Gipuzkoa,g98,1.729,1.926,2.01,77
2026-08-03,Gipuzkoa,dieselPlus,1.744,1.96,2.1,80
2026-08-03,Navarra,g95,1.425,1.683,1.854,213
2026-08-03,Navarra,diesel,1.539,1.779,1.979,237
2026-08-03,Navarra,dieselPlus,1.62,1.903,2.069,97
2026-08-03,Navarra,g98,1.649,1.918,2.006,63
2026-08-04,Araba,g95,1.529,1.75,1.889,68
2026-08-04,Araba,diesel,1.639,1.862,2.019,72
2026-08-04,Araba,dieselPlus,1.719,1.952,2.119,36
2026-08-04,Araba,g98,1.729,1.922,2.015,38
2026-08-04,Bizkaia,g95,1.577,1.76,1.889,125
2026-08-04,Bizkaia,diesel,1.639,1.869,1.995,127
2026-08-04,Bizkaia,dieselPlus,1.709,1.902,2.049,44
2026-08-04,Bizkaia,g98,1.699,1.937,2.019,68
2026-08-04,Gipuzkoa,g95,1.534,1.749,1.845,131
2026-08-04,Gipuzkoa,diesel,1.575,1.876,1.999,144
2026-08-04,Gipuzkoa,g98,1.729,1.93,2.005,77
2026-08-04,Gipuzkoa,dieselPlus,1.758,1.971,2.099,80
2026-08-04,Navarra,g95,1.439,1.689,1.854,215
2026-08-04,Navarra,diesel,1.539,1.795,1.969,239
2026-08-04,Navarra,dieselPlus,1.62,1.909,2.059,97
2026-08-04,Navarra,g98,1.649,1.922,1.995,63
